id,user_id,skill_id,projectName,projectDescription,projectExperience,role,create_at,status
447,840,159,Project Management Tool Implementation,Develop enterprise-grade applications using Java to meet business requirements and ensure scalability.,7 years,Quality Assurance (QA) Engineer,8/12/2023,pending
448,812,219,React Web Application Development,Enhance existing Power BI dashboards with advanced visualizations and data insights.,10 years,Team Lead,9/8/2023,pending
449,224,868,Python Data Analysis Automation,Enhance existing Power BI dashboards with advanced visualizations and data insights.,5 years,Team Lead,1/27/2024,Approved
450,728,519,Snowflake Data Warehouse Migration,Develop enterprise-grade applications using Java to meet business requirements and ensure scalability.,10 years,Team Lead,1/27/2024,Not Approved
451,603,556,Java Enterprise Application Development,Implement a robust project management tool to streamline workflows and improve collaboration among teams.,1 month,Subject Matter Expert (SME),5/30/2023,Not Approved
452,24,47,Slides Template Redesign,Automate data analysis processes using Python scripts and optimizing efficiency and accuracy.,10 years,Quality Assurance (QA) Engineer,8/22/2023,Approved
453,248,440,Slides Template Redesign,Automate data analysis processes using Python scripts and optimizing efficiency and accuracy.,4 years,Quality Assurance (QA) Engineer,7/15/2023,Not Approved
454,886,135,Slides Template Redesign,Optimize SQL database performance through query optimization and indexing and database tuning techniques.,10 months,Developer/Programmer,2/10/2024,Approved
455,290,531,Java Enterprise Application Development,Enhance existing Power BI dashboards with advanced visualizations and data insights.,10 years,Quality Assurance (QA) Engineer,8/30/2023,Not Approved
456,61,857,Python Data Analysis Automation,Implement a robust project management tool to streamline workflows and improve collaboration among teams.,4 months,Developer/Programmer,4/24/2023,Not Approved
457,300,321,React Web Application Development,Develop enterprise-grade applications using Java to meet business requirements and ensure scalability.,4 months,Business Analyst,4/17/2023,Approved
458,421,255,React Web Application Development,Migrate data warehouse to Snowflake platform for improved scalability and performance and cost-effectiveness.,10 years,Designer,4/20/2023,pending
459,545,711,React Web Application Development,Migrate data warehouse to Snowflake platform for improved scalability and performance and cost-effectiveness.,2 months,Developer/Programmer,5/15/2023,pending
460,846,912,React Web Application Development,Develop enterprise-grade applications using Java to meet business requirements and ensure scalability.,7 months,Designer,4/9/2023,pending
461,625,753,SQL Database Optimization Project,Develop an interactive workshop to improve presenting skills using modern techniques and tools.,7 months,Subject Matter Expert (SME),2/1/2024,Approved
462,441,959,SQL Database Optimization Project,Develop enterprise-grade applications using Java to meet business requirements and ensure scalability.,1 years,Subject Matter Expert (SME),6/15/2023,Approved
463,966,160,Slides Template Redesign,Automate data analysis processes using Python scripts and optimizing efficiency and accuracy.,6 months,Subject Matter Expert (SME),2/27/2024,pending
464,712,434,Power BI Dashboard Enhancement,Implement a robust project management tool to streamline workflows and improve collaboration among teams.,2 years,Designer,5/9/2023,Approved
465,548,530,React Web Application Development,Enhance existing Power BI dashboards with advanced visualizations and data insights.,2 years,Business Analyst,1/17/2024,Not Approved
466,534,680,Python Data Analysis Automation,Optimize SQL database performance through query optimization and indexing and database tuning techniques.,10 years,Subject Matter Expert (SME),1/8/2024,Not Approved
467,716,46,Presenting Skills Workshop Development,Automate data analysis processes using Python scripts and optimizing efficiency and accuracy.,6 months,Designer,4/23/2023,pending
468,67,768,PHP Forum Integration,Redesign presentation slides template to modernize branding and improve visual appeal.,4 years,Designer,10/28/2023,pending
469,672,433,Presenting Skills Workshop Development,Develop enterprise-grade applications using Java to meet business requirements and ensure scalability.,1 month,Project Manager,5/17/2023,Approved
470,805,639,Project Management Tool Implementation,Implement a robust project management tool to streamline workflows and improve collaboration among teams.,1 years,Project Manager,1/6/2024,Approved
471,890,763,Java Enterprise Application Development,Redesign presentation slides template to modernize branding and improve visual appeal.,10 years,Team Lead,1/31/2024,Approved
472,832,183,Python Data Analysis Automation,Optimize SQL database performance through query optimization and indexing and database tuning techniques.,1 month,Subject Matter Expert (SME),8/22/2023,Approved
473,925,511,Presenting Skills Workshop Development,Integrate PHP-based forum software into existing web platform for enhanced community engagement.,3 months,Project Manager,5/31/2023,Approved
474,633,20,PHP Forum Integration,Implement a robust project management tool to streamline workflows and improve collaboration among teams.,5 months,Quality Assurance (QA) Engineer,12/18/2023,pending
475,905,643,PHP Forum Integration,Automate data analysis processes using Python scripts and optimizing efficiency and accuracy.,7 months,Designer,8/9/2023,Not Approved
476,484,635,React Web Application Development,Redesign presentation slides template to modernize branding and improve visual appeal.,3 months,Designer,10/6/2023,pending
477,638,585,Slides Template Redesign,Redesign presentation slides template to modernize branding and improve visual appeal.,5 years,Project Manager,2/9/2024,Approved
478,856,763,SQL Database Optimization Project,Redesign presentation slides template to modernize branding and improve visual appeal.,3 months,Team Lead,7/1/2023,pending
479,387,390,Java Enterprise Application Development,Enhance existing Power BI dashboards with advanced visualizations and data insights.,8 months,Quality Assurance (QA) Engineer,11/24/2023,Approved
480,104,411,Java Enterprise Application Development,Optimize SQL database performance through query optimization and indexing and database tuning techniques.,1 years,Developer/Programmer,6/25/2023,pending
481,966,520,SQL Database Optimization Project,Optimize SQL database performance through query optimization and indexing and database tuning techniques.,7 years,Quality Assurance (QA) Engineer,10/13/2023,Not Approved
482,73,958,SQL Database Optimization Project,Integrate PHP-based forum software into existing web platform for enhanced community engagement.,5 years,Team Lead,2/11/2024,Not Approved
483,403,495,React Web Application Development,Migrate data warehouse to Snowflake platform for improved scalability and performance and cost-effectiveness.,4 months,Business Analyst,10/18/2023,Not Approved
484,999,486,Slides Template Redesign,Optimize SQL database performance through query optimization and indexing and database tuning techniques.,7 years,Developer/Programmer,3/29/2024,pending
485,279,994,SQL Database Optimization Project,Develop an interactive workshop to improve presenting skills using modern techniques and tools.,7 years,Developer/Programmer,8/12/2023,Not Approved
486,320,21,Presenting Skills Workshop Development,Automate data analysis processes using Python scripts and optimizing efficiency and accuracy.,9 months,Developer/Programmer,1/24/2024,pending
487,273,979,Java Enterprise Application Development,Develop an interactive workshop to improve presenting skills using modern techniques and tools.,9 months,Subject Matter Expert (SME),6/10/2023,pending
488,614,50,Snowflake Data Warehouse Migration,Implement a robust project management tool to streamline workflows and improve collaboration among teams.,7 months,Subject Matter Expert (SME),12/10/2023,Not Approved
